train_id,train_type,station_id,day_of_week,hour,is_peak_hour,is_weekend,delay_minutes
3,Mail,2,1,22,0,0,12
2,Rajdhani,4,5,3,0,1,16
3,Mail,2,3,3,0,0,31
1,Rajdhani,3,0,3,0,0,21
1,Rajdhani,3,6,16,0,1,28
2,Rajdhani,3,1,1,0,0,8
3,Mail,4,2,7,0,0,33
1,Rajdhani,1,6,18,1,1,26
1,Rajdhani,1,5,23,0,1,26
1,Rajdhani,4,2,8,1,0,17
1,Rajdhani,1,6,9,1,1,41
2,Rajdhani,4,5,3,0,1,11
1,Rajdhani,2,5,20,0,1,17
2,Rajdhani,3,5,2,0,1,20
1,Rajdhani,1,3,12,0,0,14
3,Mail,4,6,13,0,1,25
1,Rajdhani,2,5,23,0,1,15
1,Rajdhani,4,4,15,0,0,16
1,Rajdhani,4,6,11,0,1,25
3,Mail,2,3,15,0,0,26
1,Rajdhani,1,2,20,0,0,24
3,Mail,2,5,10,0,1,40
3,Mail,1,3,21,0,0,23
3,Mail,4,1,17,1,0,26
3,Mail,2,4,15,0,0,17
1,Rajdhani,4,2,7,0,0,3
3,Mail,2,4,20,0,0,19
1,Rajdhani,4,3,18,1,0,29
2,Rajdhani,3,0,15,0,0,5
2,Rajdhani,4,0,17,1,0,17
3,Mail,3,4,17,1,0,41
2,Rajdhani,3,2,1,0,0,16
2,Rajdhani,4,5,21,0,1,23
1,Rajdhani,1,6,21,0,1,14
2,Rajdhani,3,4,16,0,0,5
1,Rajdhani,2,3,4,0,0,10
3,Mail,2,1,3,0,0,26
1,Rajdhani,3,0,13,0,0,23
3,Mail,1,6,14,0,1,37
3,Mail,2,3,0,0,0,13
3,Mail,4,6,18,1,1,35
3,Mail,2,5,4,0,1,38
3,Mail,3,4,12,0,0,34
1,Rajdhani,3,3,10,0,0,6
1,Rajdhani,4,4,22,0,0,24
3,Mail,3,5,23,0,1,25
1,Rajdhani,2,4,22,0,0,13
3,Mail,2,5,20,0,1,35
3,Mail,3,5,3,0,1,33
3,Mail,4,5,23,0,1,29
1,Rajdhani,1,0,12,0,0,23
1,Rajdhani,2,2,5,0,0,10
1,Rajdhani,1,5,9,1,1,35
1,Rajdhani,3,6,14,0,1,29
3,Mail,2,5,20,0,1,24
3,Mail,3,5,21,0,1,29
2,Rajdhani,3,4,1,0,0,10
1,Rajdhani,4,6,7,0,1,31
3,Mail,3,6,18,1,1,51
1,Rajdhani,2,2,14,0,0,4
1,Rajdhani,2,5,16,0,1,8
2,Rajdhani,3,4,8,1,0,27
2,Rajdhani,1,2,14,0,0,6
2,Rajdhani,1,6,20,0,1,31
2,Rajdhani,4,6,18,1,1,21
3,Mail,3,4,7,0,0,14
3,Mail,2,3,17,1,0,27
2,Rajdhani,2,1,21,0,0,13
2,Rajdhani,2,6,19,1,1,37
3,Mail,1,0,21,0,0,19
3,Mail,2,0,21,0,0,15
2,Rajdhani,3,4,23,0,0,18
2,Rajdhani,4,3,1,0,0,8
2,Rajdhani,1,0,5,0,0,2
3,Mail,1,1,21,0,0,18
3,Mail,4,6,3,0,1,40
3,Mail,4,5,2,0,1,15
2,Rajdhani,3,0,2,0,0,7
2,Rajdhani,1,4,7,0,0,14
2,Rajdhani,4,3,10,0,0,23
1,Rajdhani,1,5,23,0,1,27
3,Mail,1,5,2,0,1,21
2,Rajdhani,3,4,2,0,0,16
2,Rajdhani,4,6,21,0,1,12
3,Mail,2,1,23,0,0,29
2,Rajdhani,2,2,21,0,0,2
3,Mail,2,0,1,0,0,31
2,Rajdhani,1,2,6,0,0,15
3,Mail,2,1,5,0,0,20
1,Rajdhani,1,1,21,0,0,3
3,Mail,4,5,17,1,1,43
1,Rajdhani,3,0,6,0,0,12
2,Rajdhani,2,5,20,0,1,13
3,Mail,1,1,10,0,0,22
3,Mail,3,5,18,1,1,43
2,Rajdhani,3,3,5,0,0,9
1,Rajdhani,4,2,11,0,0,25
2,Rajdhani,4,3,14,0,0,11
2,Rajdhani,1,1,20,0,0,10
1,Rajdhani,2,2,23,0,0,25
1,Rajdhani,1,6,16,0,1,22
3,Mail,4,6,18,1,1,39
2,Rajdhani,4,5,4,0,1,14
3,Mail,3,1,14,0,0,14
2,Rajdhani,3,4,0,0,0,21
3,Mail,2,6,16,0,1,22
1,Rajdhani,2,5,23,0,1,7
1,Rajdhani,4,1,2,0,0,9
1,Rajdhani,2,4,11,0,0,16
1,Rajdhani,1,5,10,0,1,25
3,Mail,3,6,23,0,1,35
3,Mail,2,3,20,0,0,30
3,Mail,1,4,8,1,0,39
2,Rajdhani,3,6,11,0,1,25
3,Mail,1,4,4,0,0,19
1,Rajdhani,3,1,4,0,0,13
3,Mail,1,5,7,0,1,30
3,Mail,1,3,21,0,0,18
3,Mail,2,5,13,0,1,16
1,Rajdhani,2,1,20,0,0,20
1,Rajdhani,1,1,8,1,0,21
3,Mail,1,5,23,0,1,29
1,Rajdhani,2,3,19,1,0,29
1,Rajdhani,2,6,13,0,1,23
1,Rajdhani,3,1,23,0,0,16
3,Mail,1,1,12,0,0,15
1,Rajdhani,2,4,16,0,0,6
3,Mail,1,1,15,0,0,13
3,Mail,1,0,15,0,0,31
3,Mail,1,6,21,0,1,33
2,Rajdhani,3,6,1,0,1,14
2,Rajdhani,4,2,18,1,0,29
1,Rajdhani,3,3,7,0,0,21
3,Mail,4,2,6,0,0,35
1,Rajdhani,1,4,0,0,0,8
3,Mail,3,3,11,0,0,25
3,Mail,3,2,17,1,0,34
3,Mail,3,5,12,0,1,34
3,Mail,4,1,11,0,0,27
2,Rajdhani,3,4,11,0,0,6
3,Mail,1,5,7,0,1,42
1,Rajdhani,1,1,16,0,0,12
3,Mail,1,1,12,0,0,14
1,Rajdhani,4,4,13,0,0,10
1,Rajdhani,3,0,19,1,0,19
2,Rajdhani,3,5,19,1,1,20
3,Mail,4,3,0,0,0,33
3,Mail,3,1,1,0,0,28
3,Mail,2,4,5,0,0,23
1,Rajdhani,1,1,2,0,0,14
2,Rajdhani,4,3,18,1,0,10
3,Mail,1,0,17,1,0,38
3,Mail,3,2,8,1,0,26
2,Rajdhani,4,4,0,0,0,15
3,Mail,1,4,2,0,0,22
1,Rajdhani,3,4,18,1,0,25
2,Rajdhani,4,6,7,0,1,24
3,Mail,4,4,0,0,0,20
1,Rajdhani,4,5,7,0,1,16
2,Rajdhani,4,2,16,0,0,24
2,Rajdhani,2,2,2,0,0,25
2,Rajdhani,1,4,5,0,0,13
1,Rajdhani,3,1,23,0,0,17
3,Mail,2,1,23,0,0,20
1,Rajdhani,2,1,7,0,0,6
1,Rajdhani,1,0,21,0,0,21
1,Rajdhani,1,6,15,0,1,18
2,Rajdhani,3,3,5,0,0,14
1,Rajdhani,2,0,16,0,0,19
1,Rajdhani,3,3,21,0,0,5
3,Mail,4,2,22,0,0,33
1,Rajdhani,4,4,3,0,0,21
2,Rajdhani,2,4,8,1,0,25
3,Mail,3,2,5,0,0,18
2,Rajdhani,3,2,12,0,0,7
3,Mail,2,4,21,0,0,15
3,Mail,3,6,7,0,1,29
1,Rajdhani,2,6,23,0,1,7
1,Rajdhani,4,3,4,0,0,19
3,Mail,3,6,15,0,1,33
3,Mail,1,3,3,0,0,18
2,Rajdhani,4,6,20,0,1,30
2,Rajdhani,3,2,11,0,0,10
2,Rajdhani,1,3,3,0,0,23
3,Mail,2,4,18,1,0,44
1,Rajdhani,3,2,10,0,0,17
3,Mail,4,0,12,0,0,26
3,Mail,2,6,5,0,1,30
2,Rajdhani,4,6,2,0,1,15
1,Rajdhani,3,2,20,0,0,10
3,Mail,4,2,14,0,0,30
3,Mail,4,3,5,0,0,12
1,Rajdhani,2,5,8,1,1,16
2,Rajdhani,1,0,2,0,0,3
1,Rajdhani,4,4,2,0,0,21
1,Rajdhani,1,5,12,0,1,12
3,Mail,3,3,20,0,0,28
1,Rajdhani,1,0,21,0,0,12
2,Rajdhani,4,6,17,1,1,31
1,Rajdhani,2,4,19,1,0,37
3,Mail,4,4,20,0,0,21
2,Rajdhani,4,4,7,0,0,11
2,Rajdhani,4,2,4,0,0,2
3,Mail,2,2,9,1,0,24
3,Mail,4,6,15,0,1,27
2,Rajdhani,2,6,0,0,1,12
2,Rajdhani,4,3,7,0,0,25
3,Mail,4,6,12,0,1,18
2,Rajdhani,2,4,19,1,0,26
3,Mail,3,3,6,0,0,16
2,Rajdhani,1,5,14,0,1,15
3,Mail,4,1,10,0,0,13
3,Mail,1,1,3,0,0,16
3,Mail,4,5,0,0,1,18
1,Rajdhani,4,1,10,0,0,17
2,Rajdhani,4,5,1,0,1,8
1,Rajdhani,3,6,12,0,1,23
1,Rajdhani,2,6,8,1,1,21
1,Rajdhani,2,3,14,0,0,3
1,Rajdhani,4,5,3,0,1,15
2,Rajdhani,4,5,9,1,1,35
3,Mail,1,5,17,1,1,35
2,Rajdhani,3,1,11,0,0,23
1,Rajdhani,1,1,20,0,0,2
1,Rajdhani,3,4,3,0,0,9
1,Rajdhani,1,4,22,0,0,21
1,Rajdhani,3,6,2,0,1,20
1,Rajdhani,3,6,20,0,1,15
3,Mail,2,5,17,1,1,36
1,Rajdhani,3,4,20,0,0,16
3,Mail,2,0,22,0,0,35
1,Rajdhani,3,0,15,0,0,11
3,Mail,4,1,18,1,0,30
2,Rajdhani,4,2,19,1,0,17
3,Mail,2,3,9,1,0,32
2,Rajdhani,1,6,20,0,1,30
1,Rajdhani,1,4,11,0,0,12
3,Mail,1,5,17,1,1,42
3,Mail,4,6,17,1,1,34
2,Rajdhani,4,5,10,0,1,20
3,Mail,1,0,4,0,0,13
1,Rajdhani,1,3,6,0,0,20
3,Mail,4,5,15,0,1,40
3,Mail,3,0,11,0,0,34
1,Rajdhani,1,1,20,0,0,4
2,Rajdhani,1,2,17,1,0,24
3,Mail,1,6,19,1,1,28
3,Mail,1,6,9,1,1,37
1,Rajdhani,1,5,7,0,1,13
1,Rajdhani,2,4,20,0,0,25
3,Mail,4,5,3,0,1,29
3,Mail,4,5,21,0,1,19
1,Rajdhani,4,4,10,0,0,19
3,Mail,4,2,10,0,0,23
2,Rajdhani,4,6,23,0,1,15
3,Mail,2,3,17,1,0,35
2,Rajdhani,4,0,23,0,0,21
1,Rajdhani,2,2,0,0,0,8
2,Rajdhani,1,6,22,0,1,24
3,Mail,2,0,1,0,0,16
1,Rajdhani,3,2,18,1,0,18
2,Rajdhani,1,4,12,0,0,25
1,Rajdhani,3,6,15,0,1,29
3,Mail,1,4,20,0,0,35
3,Mail,4,0,1,0,0,25
2,Rajdhani,1,6,7,0,1,29
1,Rajdhani,4,0,9,1,0,25
3,Mail,2,2,16,0,0,13
3,Mail,4,3,19,1,0,28
1,Rajdhani,4,2,12,0,0,12
1,Rajdhani,4,4,23,0,0,14
2,Rajdhani,1,3,16,0,0,24
1,Rajdhani,2,3,17,1,0,22
3,Mail,2,4,19,1,0,32
1,Rajdhani,3,6,13,0,1,27
1,Rajdhani,1,5,13,0,1,17
1,Rajdhani,3,2,19,1,0,26
1,Rajdhani,3,4,14,0,0,16
1,Rajdhani,2,1,21,0,0,25
1,Rajdhani,1,5,1,0,1,12
2,Rajdhani,1,2,22,0,0,16
2,Rajdhani,1,2,6,0,0,8
3,Mail,3,4,15,0,0,16
3,Mail,1,3,18,1,0,28
2,Rajdhani,2,0,9,1,0,32
3,Mail,3,0,14,0,0,14
2,Rajdhani,3,5,21,0,1,13
1,Rajdhani,3,6,20,0,1,17
3,Mail,1,2,15,0,0,14
1,Rajdhani,2,4,14,0,0,2
1,Rajdhani,2,4,9,1,0,24
3,Mail,2,0,11,0,0,23
3,Mail,3,1,16,0,0,13
3,Mail,3,3,0,0,0,19
1,Rajdhani,3,3,21,0,0,25
2,Rajdhani,2,3,7,0,0,15
2,Rajdhani,3,3,17,1,0,29
1,Rajdhani,2,6,4,0,1,31
3,Mail,2,3,4,0,0,17
2,Rajdhani,1,4,17,1,0,18
1,Rajdhani,1,6,10,0,1,16
2,Rajdhani,3,1,6,0,0,7
1,Rajdhani,3,4,18,1,0,35
1,Rajdhani,2,5,0,0,1,26
2,Rajdhani,2,4,19,1,0,34
2,Rajdhani,2,6,12,0,1,11
1,Rajdhani,2,1,1,0,0,2
2,Rajdhani,4,1,23,0,0,8
1,Rajdhani,2,3,19,1,0,24
2,Rajdhani,2,3,12,0,0,25
2,Rajdhani,3,3,19,1,0,33
3,Mail,1,4,3,0,0,13
1,Rajdhani,4,5,1,0,1,23
3,Mail,1,1,9,1,0,33
2,Rajdhani,4,1,13,0,0,3
3,Mail,2,3,20,0,0,35
3,Mail,1,1,18,1,0,37
2,Rajdhani,3,3,0,0,0,20
3,Mail,2,3,2,0,0,34
3,Mail,2,5,23,0,1,17
3,Mail,4,5,11,0,1,40
2,Rajdhani,2,3,17,1,0,18
2,Rajdhani,2,1,4,0,0,24
1,Rajdhani,4,2,9,1,0,34
1,Rajdhani,1,1,6,0,0,10
1,Rajdhani,4,3,15,0,0,2
3,Mail,4,1,6,0,0,27
2,Rajdhani,4,3,2,0,0,2
1,Rajdhani,3,4,20,0,0,8
1,Rajdhani,2,1,1,0,0,3
1,Rajdhani,1,5,18,1,1,30
1,Rajdhani,1,0,13,0,0,23
2,Rajdhani,2,3,23,0,0,3
1,Rajdhani,3,2,11,0,0,4
2,Rajdhani,1,2,15,0,0,24
2,Rajdhani,3,4,13,0,0,24
1,Rajdhani,1,0,18,1,0,19
2,Rajdhani,3,3,19,1,0,28
3,Mail,3,1,19,1,0,42
3,Mail,4,3,5,0,0,34
2,Rajdhani,2,0,3,0,0,22
1,Rajdhani,2,6,19,1,1,19
2,Rajdhani,3,4,20,0,0,22
1,Rajdhani,3,2,2,0,0,18
3,Mail,3,6,0,0,1,29
2,Rajdhani,4,5,18,1,1,23
1,Rajdhani,3,6,10,0,1,22
1,Rajdhani,2,3,4,0,0,19
2,Rajdhani,4,6,13,0,1,26
2,Rajdhani,3,4,17,1,0,25
3,Mail,3,6,11,0,1,23
1,Rajdhani,3,3,20,0,0,7
3,Mail,4,1,19,1,0,27
3,Mail,3,5,1,0,1,19
2,Rajdhani,2,2,14,0,0,18
2,Rajdhani,2,0,11,0,0,8
1,Rajdhani,4,4,0,0,0,6
1,Rajdhani,3,3,23,0,0,12
1,Rajdhani,1,6,16,0,1,11
3,Mail,1,3,12,0,0,12
2,Rajdhani,1,5,19,1,1,26
1,Rajdhani,1,4,21,0,0,20
2,Rajdhani,2,2,6,0,0,10
3,Mail,3,6,14,0,1,22
1,Rajdhani,2,2,3,0,0,19
3,Mail,1,1,17,1,0,32
2,Rajdhani,2,5,9,1,1,24
1,Rajdhani,3,4,10,0,0,3
1,Rajdhani,1,3,21,0,0,14
1,Rajdhani,1,3,12,0,0,21
3,Mail,4,4,11,0,0,18
3,Mail,1,6,14,0,1,17
3,Mail,4,0,14,0,0,32
3,Mail,4,3,7,0,0,31
2,Rajdhani,3,3,5,0,0,12
2,Rajdhani,4,0,2,0,0,13
2,Rajdhani,4,6,5,0,1,21
3,Mail,2,4,3,0,0,34
1,Rajdhani,3,4,20,0,0,11
3,Mail,4,3,18,1,0,42
1,Rajdhani,2,3,12,0,0,8
3,Mail,4,6,13,0,1,30
3,Mail,2,1,21,0,0,35
3,Mail,4,0,18,1,0,36
3,Mail,1,6,14,0,1,28
1,Rajdhani,1,5,19,1,1,32
3,Mail,1,0,6,0,0,32
1,Rajdhani,2,5,4,0,1,17
2,Rajdhani,4,1,6,0,0,11
3,Mail,3,3,22,0,0,30
1,Rajdhani,4,6,4,0,1,15
3,Mail,1,0,22,0,0,23
1,Rajdhani,3,6,0,0,1,29
3,Mail,4,5,10,0,1,29
2,Rajdhani,2,5,5,0,1,11
3,Mail,4,6,11,0,1,24
3,Mail,2,1,0,0,0,12
1,Rajdhani,4,5,13,0,1,8
3,Mail,4,6,14,0,1,36
1,Rajdhani,4,4,13,0,0,16
2,Rajdhani,3,1,5,0,0,2
3,Mail,4,6,23,0,1,35
2,Rajdhani,4,4,18,1,0,13
3,Mail,4,5,11,0,1,33
3,Mail,1,1,23,0,0,20
2,Rajdhani,1,4,19,1,0,23
3,Mail,1,5,20,0,1,38
2,Rajdhani,1,2,17,1,0,21
3,Mail,4,4,23,0,0,23
2,Rajdhani,3,1,1,0,0,11
3,Mail,3,0,20,0,0,17
3,Mail,1,5,9,1,1,37
2,Rajdhani,1,1,16,0,0,10
2,Rajdhani,2,4,8,1,0,19
1,Rajdhani,1,4,5,0,0,6
3,Mail,4,2,5,0,0,34
1,Rajdhani,4,1,16,0,0,4
1,Rajdhani,2,6,15,0,1,22
1,Rajdhani,4,5,20,0,1,23
3,Mail,3,0,20,0,0,15
1,Rajdhani,2,3,12,0,0,17
3,Mail,2,3,21,0,0,20
1,Rajdhani,4,0,9,1,0,35
2,Rajdhani,1,0,17,1,0,30
3,Mail,3,2,8,1,0,24
2,Rajdhani,4,3,21,0,0,23
3,Mail,2,4,10,0,0,17
2,Rajdhani,1,5,0,0,1,17
1,Rajdhani,1,5,14,0,1,28
2,Rajdhani,3,1,1,0,0,4
1,Rajdhani,2,4,20,0,0,5
1,Rajdhani,2,3,21,0,0,7
1,Rajdhani,2,2,9,1,0,16
3,Mail,4,2,13,0,0,22
2,Rajdhani,2,6,2,0,1,11
2,Rajdhani,4,2,1,0,0,10
1,Rajdhani,4,0,15,0,0,14
1,Rajdhani,4,0,4,0,0,15
1,Rajdhani,1,3,22,0,0,3
1,Rajdhani,1,4,23,0,0,16
1,Rajdhani,4,1,20,0,0,3
3,Mail,4,2,4,0,0,30
1,Rajdhani,4,3,13,0,0,25
1,Rajdhani,2,0,12,0,0,20
3,Mail,3,2,21,0,0,13
3,Mail,1,2,17,1,0,36
2,Rajdhani,2,1,17,1,0,28
1,Rajdhani,3,5,12,0,1,31
2,Rajdhani,4,0,20,0,0,8
1,Rajdhani,1,1,0,0,0,17
2,Rajdhani,1,6,17,1,1,36
3,Mail,4,0,1,0,0,22
3,Mail,1,3,3,0,0,32
3,Mail,4,5,17,1,1,44
1,Rajdhani,1,0,23,0,0,22
1,Rajdhani,4,4,1,0,0,22
1,Rajdhani,1,1,20,0,0,5
2,Rajdhani,2,6,18,1,1,19
1,Rajdhani,4,4,19,1,0,16
2,Rajdhani,3,6,23,0,1,17
1,Rajdhani,2,2,6,0,0,7
2,Rajdhani,1,0,8,1,0,22
1,Rajdhani,3,4,5,0,0,20
1,Rajdhani,2,0,20,0,0,7
1,Rajdhani,4,0,0,0,0,4
3,Mail,3,3,22,0,0,16
1,Rajdhani,2,5,8,1,1,33
1,Rajdhani,2,4,22,0,0,7
3,Mail,4,4,2,0,0,21
2,Rajdhani,4,0,17,1,0,13
3,Mail,1,4,11,0,0,19
2,Rajdhani,2,2,1,0,0,6
3,Mail,4,3,5,0,0,13
1,Rajdhani,3,2,6,0,0,12
3,Mail,4,0,3,0,0,17
1,Rajdhani,1,3,16,0,0,9
3,Mail,4,4,18,1,0,28
3,Mail,3,1,3,0,0,15
1,Rajdhani,4,6,6,0,1,7
2,Rajdhani,4,0,13,0,0,21
2,Rajdhani,2,3,11,0,0,25
1,Rajdhani,3,2,6,0,0,3
3,Mail,1,2,4,0,0,26
2,Rajdhani,4,1,10,0,0,21
1,Rajdhani,2,4,17,1,0,23
3,Mail,4,6,6,0,1,31
2,Rajdhani,1,5,13,0,1,15
2,Rajdhani,2,4,4,0,0,15
1,Rajdhani,1,3,23,0,0,15
3,Mail,4,3,22,0,0,27
1,Rajdhani,1,4,0,0,0,6
2,Rajdhani,3,1,20,0,0,17
3,Mail,3,1,22,0,0,30
3,Mail,1,3,14,0,0,34
2,Rajdhani,2,6,11,0,1,29
3,Mail,1,6,20,0,1,39
2,Rajdhani,1,2,13,0,0,21
3,Mail,2,6,21,0,1,28
3,Mail,1,4,21,0,0,15
2,Rajdhani,3,3,19,1,0,18
1,Rajdhani,1,4,22,0,0,12
1,Rajdhani,1,5,15,0,1,32
1,Rajdhani,2,2,11,0,0,23
2,Rajdhani,3,0,2,0,0,16
2,Rajdhani,1,3,22,0,0,19
2,Rajdhani,4,4,11,0,0,4
1,Rajdhani,4,0,2,0,0,11
1,Rajdhani,1,1,8,1,0,12
2,Rajdhani,2,6,6,0,1,9
2,Rajdhani,4,5,17,1,1,25
2,Rajdhani,4,5,20,0,1,12
1,Rajdhani,1,6,7,0,1,19
2,Rajdhani,3,5,20,0,1,25
3,Mail,4,3,9,1,0,35
1,Rajdhani,3,1,15,0,0,3
1,Rajdhani,3,2,14,0,0,7
3,Mail,3,1,5,0,0,16
1,Rajdhani,2,0,1,0,0,6
2,Rajdhani,3,2,5,0,0,24
1,Rajdhani,3,2,4,0,0,19
1,Rajdhani,3,0,0,0,0,6
2,Rajdhani,3,1,0,0,0,12
3,Mail,3,3,9,1,0,30
3,Mail,4,2,22,0,0,27
1,Rajdhani,2,5,17,1,1,12
2,Rajdhani,2,3,11,0,0,3
3,Mail,2,4,16,0,0,20
1,Rajdhani,1,0,17,1,0,35
1,Rajdhani,4,1,15,0,0,21
3,Mail,1,5,11,0,1,37
2,Rajdhani,3,3,11,0,0,13
2,Rajdhani,3,3,17,1,0,31
2,Rajdhani,4,6,14,0,1,28
2,Rajdhani,4,1,18,1,0,20
1,Rajdhani,3,3,16,0,0,20
2,Rajdhani,1,0,13,0,0,15
1,Rajdhani,4,5,18,1,1,17
2,Rajdhani,3,4,15,0,0,11
3,Mail,3,3,17,1,0,24
1,Rajdhani,2,2,9,1,0,37
2,Rajdhani,1,5,21,0,1,12
2,Rajdhani,2,0,3,0,0,4
3,Mail,3,4,15,0,0,20
3,Mail,4,5,3,0,1,41
3,Mail,1,6,8,1,1,26
1,Rajdhani,3,3,22,0,0,7
1,Rajdhani,3,2,13,0,0,3
2,Rajdhani,3,4,20,0,0,8
3,Mail,2,6,3,0,1,25
3,Mail,3,6,10,0,1,29
2,Rajdhani,3,0,17,1,0,20
1,Rajdhani,2,4,9,1,0,27
2,Rajdhani,3,1,3,0,0,18
1,Rajdhani,2,6,17,1,1,39
3,Mail,1,3,14,0,0,16
1,Rajdhani,4,2,9,1,0,26
3,Mail,3,1,22,0,0,35
1,Rajdhani,2,1,22,0,0,9
2,Rajdhani,2,1,4,0,0,24
1,Rajdhani,1,0,15,0,0,8
1,Rajdhani,1,6,21,0,1,9
2,Rajdhani,1,2,1,0,0,23
1,Rajdhani,1,6,3,0,1,23
1,Rajdhani,2,5,11,0,1,8
3,Mail,3,4,11,0,0,28
3,Mail,2,4,18,1,0,36
1,Rajdhani,2,5,6,0,1,22
1,Rajdhani,1,1,16,0,0,24
3,Mail,2,3,21,0,0,23
2,Rajdhani,4,1,16,0,0,5
2,Rajdhani,1,3,3,0,0,17
2,Rajdhani,3,4,23,0,0,12
2,Rajdhani,1,3,9,1,0,37
2,Rajdhani,4,1,17,1,0,26
1,Rajdhani,1,6,15,0,1,11
1,Rajdhani,4,5,3,0,1,23
3,Mail,1,0,4,0,0,34
3,Mail,1,5,5,0,1,22
2,Rajdhani,2,4,12,0,0,15
3,Mail,4,2,22,0,0,20
3,Mail,4,2,15,0,0,24
2,Rajdhani,3,1,14,0,0,10
2,Rajdhani,4,1,20,0,0,5
3,Mail,1,6,2,0,1,19
1,Rajdhani,4,4,21,0,0,11
3,Mail,1,6,2,0,1,36
2,Rajdhani,4,1,9,1,0,32
3,Mail,3,4,10,0,0,12
1,Rajdhani,4,0,12,0,0,14
2,Rajdhani,4,0,1,0,0,23
2,Rajdhani,2,3,13,0,0,24
2,Rajdhani,4,6,3,0,1,24
3,Mail,4,3,17,1,0,20
2,Rajdhani,3,3,18,1,0,34
2,Rajdhani,3,2,1,0,0,3
1,Rajdhani,3,2,23,0,0,22
2,Rajdhani,4,0,13,0,0,15
2,Rajdhani,1,5,7,0,1,25
2,Rajdhani,1,5,2,0,1,14
1,Rajdhani,1,4,10,0,0,23
2,Rajdhani,4,2,0,0,0,2
2,Rajdhani,4,4,12,0,0,5
2,Rajdhani,1,5,21,0,1,21
3,Mail,3,1,19,1,0,34
1,Rajdhani,4,5,2,0,1,14
2,Rajdhani,1,2,18,1,0,20
3,Mail,1,5,18,1,1,34
2,Rajdhani,1,4,16,0,0,8
2,Rajdhani,1,5,9,1,1,32
2,Rajdhani,3,1,13,0,0,21
3,Mail,4,5,17,1,1,41
3,Mail,2,4,15,0,0,35
2,Rajdhani,3,5,17,1,1,37
3,Mail,1,4,6,0,0,16
1,Rajdhani,2,5,21,0,1,23
2,Rajdhani,3,6,2,0,1,18
2,Rajdhani,3,5,5,0,1,28
1,Rajdhani,4,1,3,0,0,2
1,Rajdhani,3,3,15,0,0,15
3,Mail,1,1,5,0,0,12
2,Rajdhani,3,5,17,1,1,17
3,Mail,4,6,0,0,1,22
2,Rajdhani,3,6,2,0,1,27
3,Mail,1,3,23,0,0,15
3,Mail,1,4,21,0,0,28
2,Rajdhani,4,0,7,0,0,12
2,Rajdhani,4,6,23,0,1,13
1,Rajdhani,1,1,6,0,0,15
2,Rajdhani,1,3,17,1,0,15
2,Rajdhani,4,3,21,0,0,6
2,Rajdhani,4,5,11,0,1,24
3,Mail,1,6,23,0,1,21
3,Mail,2,2,17,1,0,43
3,Mail,3,6,21,0,1,25
2,Rajdhani,4,0,12,0,0,4
1,Rajdhani,3,1,5,0,0,12
3,Mail,4,6,1,0,1,22
2,Rajdhani,4,5,13,0,1,22
1,Rajdhani,2,5,8,1,1,28
2,Rajdhani,3,3,22,0,0,3
3,Mail,2,5,14,0,1,15
2,Rajdhani,2,5,9,1,1,20
1,Rajdhani,2,1,16,0,0,6
3,Mail,4,6,10,0,1,40
1,Rajdhani,3,1,21,0,0,12
2,Rajdhani,2,0,13,0,0,14
2,Rajdhani,2,0,0,0,0,21
3,Mail,2,0,14,0,0,34
1,Rajdhani,1,3,19,1,0,21
1,Rajdhani,1,2,5,0,0,2
3,Mail,4,6,14,0,1,20
1,Rajdhani,2,1,8,1,0,26
2,Rajdhani,2,3,6,0,0,11
3,Mail,2,3,5,0,0,16
1,Rajdhani,3,2,7,0,0,9
2,Rajdhani,4,0,0,0,0,12
3,Mail,4,5,6,0,1,32
3,Mail,3,0,3,0,0,13
2,Rajdhani,2,3,11,0,0,21
3,Mail,1,0,8,1,0,37
2,Rajdhani,4,5,11,0,1,9
3,Mail,2,2,5,0,0,22
2,Rajdhani,2,0,10,0,0,6
2,Rajdhani,1,2,1,0,0,10
3,Mail,3,3,9,1,0,29
3,Mail,3,3,5,0,0,27
1,Rajdhani,4,0,6,0,0,9
1,Rajdhani,1,3,8,1,0,23
2,Rajdhani,1,3,1,0,0,24
3,Mail,4,3,15,0,0,35
1,Rajdhani,1,2,2,0,0,11
1,Rajdhani,2,5,16,0,1,29
3,Mail,2,4,0,0,0,30
1,Rajdhani,4,0,7,0,0,5
2,Rajdhani,1,2,21,0,0,14
2,Rajdhani,1,6,10,0,1,6
2,Rajdhani,4,3,20,0,0,23
1,Rajdhani,3,0,20,0,0,12
3,Mail,2,1,1,0,0,22
1,Rajdhani,1,4,19,1,0,25
2,Rajdhani,2,1,12,0,0,8
1,Rajdhani,4,6,12,0,1,29
1,Rajdhani,1,2,15,0,0,11
3,Mail,2,2,21,0,0,23
3,Mail,2,3,14,0,0,20
3,Mail,4,0,13,0,0,17
2,Rajdhani,4,0,1,0,0,16
3,Mail,2,5,21,0,1,33
3,Mail,1,2,14,0,0,27
2,Rajdhani,2,1,21,0,0,9
3,Mail,4,2,18,1,0,19
1,Rajdhani,1,4,13,0,0,16
3,Mail,3,2,8,1,0,42
1,Rajdhani,1,5,21,0,1,10
2,Rajdhani,1,0,13,0,0,20
3,Mail,4,6,21,0,1,26
2,Rajdhani,2,1,5,0,0,21
2,Rajdhani,1,3,17,1,0,19
1,Rajdhani,1,1,20,0,0,24
